scientific_name,park_name,observations,category,common_names,conservation_status
carex swanii,bryce national park,98,vascular plant,"swan sedge, swan's sedge",
heterotheca villosa var. nana,great smoky mountains national park,111,vascular plant,hairy false goldenaster,
scheuchzeria palustris,bryce national park,115,vascular plant,rannoch-rush,
passerella iliaca,great smoky mountains national park,93,bird,fox sparrow,
passerella iliaca,great smoky mountains national park,93,bird,"fox sparrow, red fox sparrow",
croton monanthogynus,bryce national park,111,vascular plant,prairie tea,
vireo cassinii,yellowstone national park,219,bird,cassin's vireo,
tetrodontium brownianum,yellowstone national park,260,nonvascular plant,brown's tetrodontium moss,
muhlenbergia minutissima,yellowstone national park,234,vascular plant,annual muhly,
philadelphus inodorus var. grandiflorus,great smoky mountains national park,54,vascular plant,large-flowered hairy mock-orange,
podiceps grisegena,yosemite national park,121,bird,red-necked grebe,
agoseris heterophylla,yellowstone national park,277,vascular plant,"annual agoseris, annual goatsbeard, mountain dandelion",
bromus sterilis,yosemite national park,140,vascular plant,"barren bromegrass, poverty brome, sterile brome",
plantago aristata,yosemite national park,146,vascular plant,"bracted plantain, large-bract plantain",
salix exigua,yosemite national park,186,vascular plant,"coyote willow, desert willow, narrowleaf willow, sandbar willow",
salix exigua,yosemite national park,186,vascular plant,narrow-leaved willow,
trifolium variegatum,great smoky mountains national park,83,vascular plant,"whitetip clover, white-tip clover",
eupatorium,bryce national park,110,vascular plant,thoroughwort,
scirpus diffusus,great smoky mountains national park,60,vascular plant,umbrella bulrush,
symphyotrichum spathulatum,yosemite national park,163,vascular plant,western mountain aster,
eriogonum hirtiflorum,bryce national park,81,vascular plant,hairyflower buckwheat,
phacelia congdonii,great smoky mountains national park,56,vascular plant,congdon's phacelia,
cygnus columbianus,yellowstone national park,267,bird,tundra swan,
hypnum lindbergii,great smoky mountains national park,85,nonvascular plant,lindberg's hypnum moss,
leersia hexandra,great smoky mountains national park,49,vascular plant,southern cutgrass,
valeriana californica,bryce national park,91,vascular plant,california valerian,
carex helleri,bryce national park,123,vascular plant,"heller's sedge, sierra sedge",
senecio aureus,yellowstone national park,235,vascular plant,golden ragwort,
smilax hugeri,yellowstone national park,264,vascular plant,"huger's carrion flower, huger's carrion-flower",
hesperis matronalis,great smoky mountains national park,90,vascular plant,dames rocket,
hesperis matronalis,great smoky mountains national park,90,vascular plant,"dames rocket, dame's rocket, dames violet, mother-of-the-evening",
aphelocoma californica,yosemite national park,133,bird,western scrub-jay,
isoetes occidentalis,yellowstone national park,284,vascular plant,western quillwort,
grayia spinosa,yosemite national park,151,vascular plant,spiny hopsage,
melilotus albus,bryce national park,57,vascular plant,white sweet-clover,
melilotus albus,bryce national park,57,vascular plant,"bokhara-clover, honey-clover, white melilot, white sweet-clover",
lasthenia platycarpha,bryce national park,87,vascular plant,alkali goldfields,
senecio crassulus,great smoky mountains national park,77,vascular plant,"meadow groundsel, thickleaf groundsel, thickleaf ragwort",
oreortyx pictus,yosemite national park,150,bird,mountain quail,
grimmia pilifera,yellowstone national park,235,nonvascular plant,grimmia dry rock moss,
climacium americanum,yosemite national park,154,nonvascular plant,american climacium moss,
polygonum douglasii ssp. johnstonii,yosemite national park,141,vascular plant,johnston's knotweed,
cheilanthes covillei,great smoky mountains national park,56,vascular plant,"coville's lip fern, coville's lipfern",
saxifraga careyana,yellowstone national park,218,vascular plant,"carey saxifrage, carey's saxifrage",
lespedeza frutescens,bryce national park,104,vascular plant,shrubby lespedeza,
carex ruthii,yellowstone national park,257,vascular plant,"ruth sedge, ruth's sedge",
houstonia purpurea var. purpurea,great smoky mountains national park,61,vascular plant,venus' pride,
delphinium hansenii ssp. hansenii,bryce national park,73,vascular plant,eldorado larkspur,
ranunculus jovis,yosemite national park,177,vascular plant,utah buttercup,
myotis yumanensis,yosemite national park,169,mammal,"yuma myotis, yuma myotis",species of concern
sorghastrum nutans,yosemite national park,154,vascular plant,"indian grass, yellow indian-grass",
scrophularia lanceolata,yosemite national park,121,vascular plant,lanceleaf figwort,
menyanthes trifoliata,bryce national park,99,vascular plant,"bog-bean, buckbean, buck-bean, common bogbean",
cleome serrulata,bryce national park,130,vascular plant,"bee spiderflower, rocky mountain beeplant",
daucus carota,great smoky mountains national park,98,vascular plant,"queen anne's lace, wild carrot",
daucus carota,great smoky mountains national park,98,vascular plant,"bird's nest, queen anne's lace, wild carrot",
hypericum gentianoides,yellowstone national park,265,vascular plant,"orange-grass st. john's-wort, pineweed",
potentilla rubricaulis,great smoky mountains national park,67,vascular plant,rocky mountain cinquefoil,
crepis atribarba,yosemite national park,162,vascular plant,"hawksbeard, slender hawksbeard",
eriogonum marifolium,great smoky mountains national park,83,vascular plant,marumleaf buckwheat,
epilobium hornemannii ssp. hornemannii,yosemite national park,126,vascular plant,hornemann's willowherb,
dryopteris cristata,yellowstone national park,284,vascular plant,"crested shield-fern, crested woodfern",
cruciata pedemontana,yellowstone national park,247,vascular plant,"narrow bedstraw, piedmont bedstraw",
cirsium scariosum,bryce national park,91,vascular plant,evert's thistle,
cirsium scariosum,bryce national park,91,vascular plant,meadow thistle,
selaginella selaginoides,yellowstone national park,259,vascular plant,"club spikemoss, clubmoss, northern spikemoss",
sematophyllum adnatum,yosemite national park,141,nonvascular plant,sematophyllum moss,
salix lasiolepis,bryce national park,109,vascular plant,arroyo willow,
menyanthes trifoliata,great smoky mountains national park,62,vascular plant,"bog-bean, buckbean, buck-bean, common bogbean",
fabronia ciliaris var. polycarpa,yosemite national park,137,nonvascular plant,fabronia moss,
helianthus bolanderi,bryce national park,109,vascular plant,serpentine sunflower,
croton glandulosus var. septentrionalis,yellowstone national park,264,vascular plant,vente conmigo,
myosotis laxa,yellowstone national park,245,vascular plant,bay forget me not,
chenopodium album,bryce national park,116,vascular plant,"common lambsquarters, lambsquarters, lambsquarters goosefoot, white goosefoot",
polygonum aviculare,great smoky mountains national park,88,vascular plant,bird knotweed,
polygonum aviculare,great smoky mountains national park,88,vascular plant,"prostrate knotweed, yard knotweed",
muhlenbergia asperifolia,bryce national park,112,vascular plant,"alkali muhly, scratchgrass",
puccinellia distans,yellowstone national park,246,vascular plant,"european alkaligrass, spreading alkali grass, weeping alkaligrass",
eurybia merita,yosemite national park,153,vascular plant,subalpine aster,
fragaria vesca,bryce national park,100,vascular plant,thin-leaved strawberry,
fragaria vesca,bryce national park,100,vascular plant,woodland strawberry,
geum vernum,great smoky mountains national park,105,vascular plant,"early avens, spring avens",
kelloggia galioides,yosemite national park,150,vascular plant,"milk kelloggia, milky kelloggia",
adiantum pedatum,yosemite national park,127,vascular plant,"northern maiden-hair fern, northern maidenhair-fern",
hordeum murinum ssp. leporinum,great smoky mountains national park,38,vascular plant,"lepor barley, leporinum barley",
rumex obtusifolius,yellowstone national park,258,vascular plant,bitter dock,
erigeron breweri var. breweri,great smoky mountains national park,93,vascular plant,"brewer's daisy, brewer's fleabane",
dioscorea oppositifolia,great smoky mountains national park,41,vascular plant,chinese yam,
ctenidium malacodes,bryce national park,58,nonvascular plant,ctenidium moss,
hypericum hypericoides ssp. hypericoides,yosemite national park,149,vascular plant,st. andrew's cross,
ambrosia psilostachya,great smoky mountains national park,69,vascular plant,"cuman ragweed, perennial ragweed, western ragweed",
carex crebriflora,bryce national park,99,vascular plant,coastalplain sedge,
pellaea glabella,great smoky mountains national park,62,vascular plant,dwarf cliffbrake,
triglochin maritima,bryce national park,101,vascular plant,"arrow-grass, seaside arrowgrass",
astragalus agrestis,yellowstone national park,236,vascular plant,"cock's-head, field milkvetch, purple milkvetch",
alectoris chukar,bryce national park,109,bird,chukar,
alectoris chukar,bryce national park,109,bird,"chukar, chukar partridge",
mitella pentandra,bryce national park,88,vascular plant,fivestamen miterwort,
tamias merriami,yellowstone national park,223,mammal,merriam's chipmunk,
agrostis idahoensis,yellowstone national park,249,vascular plant,"idaho bentgrass, idaho redtop",
gentiana decora,yosemite national park,173,vascular plant,"mountain gentian, showy gentian",
allium cernuum var. cernuum,yellowstone national park,225,vascular plant,nodding onion,
sisyrinchium mucronatum,yosemite national park,153,vascular plant,"blue-eyed grass, michaux blue-eyed-grass",
pseudacris regilla,great smoky mountains national park,70,amphibian,"northern pacific treefrog, pacific chorus frog, pacific treefrog",
pinus sabiniana,bryce national park,111,vascular plant,"bull pine, california foothill pine, digger pine, gray pine",
entodon concinnus,great smoky mountains national park,80,nonvascular plant,entodon moss,
polygonum convolvulus,great smoky mountains national park,96,vascular plant,black bindweed,
polygonum convolvulus,great smoky mountains national park,96,vascular plant,"black bindweed, black-bindweed, climbing buckwheat, climbing knotweed, cornbind, dullseed cornbind, pink smartweed, wild buckwheat",
eleocharis bolanderi,yosemite national park,146,vascular plant,bolander's spikerush,
nuphar polysepala,yellowstone national park,249,vascular plant,rocky mountain pond-lily,
arnoglossum atriplicifolium,yosemite national park,145,vascular plant,"armoglossum, pale indian-plantain",
laportea canadensis,bryce national park,135,vascular plant,"wood nettle, wood-nettle",
carex nebrascensis,great smoky mountains national park,97,vascular plant,nebraska sedge,
arenaria congesta var. suffrutescens,yosemite national park,125,vascular plant,suffrutescent sandwort,
aralia californica,bryce national park,44,vascular plant,california spikenard,
gambusia holbrooki,great smoky mountains national park,72,fish,eastern mosquitofish,
cardamine flagellifera,yellowstone national park,240,vascular plant,"bitter cress, bittercress",
gratiola neglecta,great smoky mountains national park,41,vascular plant,"clammy hedge-hyssop, hedge-hyssop",
gratiola neglecta,great smoky mountains national park,41,vascular plant,"clammy hedgehyssop, clammy hedge-hyssop, drug hedgehyssop, hedge hyssop, neglected hedgehyssop",
carex phaeocephala,bryce national park,114,vascular plant,"dunehead sedge, dunhead sedge",
leucosticte tephrocotis,great smoky mountains national park,46,bird,gray-crowned rosy-finch,
leucosticte tephrocotis,great smoky mountains national park,46,bird,gray-crowned rosy finch,
